Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Average_DWT,Maximum_DWT
2020S02,S2   2020,528,Netherlands (Kingdom of the),2,Liquid bulk carriers,16252.0,321300.0
2020S02,S2   2020,528,Netherlands (Kingdom of the),7,Liquefied petroleum gas carriers,7537.0,58811.0
2020S02,S2   2020,528,Netherlands (Kingdom of the),8,Liquefied natural gas carriers,43778.0,121730.0
2020S02,S2   2020,528,Netherlands (Kingdom of the),5,Dry bulk carriers,61103.0,297541.0
2020S02,S2   2020,528,Netherlands (Kingdom of the),4,Dry breakbulk carriers,5180.0,116173.0
2020S02,S2   2020,528,Netherlands (Kingdom of the),6,Roll-on/ roll-off ships,6062.0,48988.0
2020S02,S2   2020,528,Netherlands (Kingdom of the),3,Container ships,,
2020S02,S2   2020,528,Netherlands (Kingdom of the),1,Passenger ships,,
2020S02,S2   2020,579,Norway,0,All ships,7071.0,321300.0
2020S02,S2   2020,579,Norway,2,Liquid bulk carriers,19981.0,321300.0
2020S02,S2   2020,579,Norway,7,Liquefied petroleum gas carriers,11535.0,42543.0
2020S02,S2   2020,579,Norway,8,Liquefied natural gas carriers,8377.0,89452.0
2020S02,S2   2020,579,Norway,5,Dry bulk carriers,29195.0,211153.0
2020S02,S2   2020,579,Norway,4,Dry breakbulk carriers,3205.0,88272.0
2020S02,S2   2020,579,Norway,6,Roll-on/ roll-off ships,6425.0,19922.0
2020S02,S2   2020,579,Norway,3,Container ships,,
2020S02,S2   2020,579,Norway,1,Passenger ships,,
2020S02,S2   2020,608,Philippines,0,All ships,12278.0,297351.0
2020S02,S2   2020,608,Philippines,2,Liquid bulk carriers,13348.0,163750.0
2020S02,S2   2020,608,Philippines,7,Liquefied petroleum gas carriers,10252.0,55154.0
2020S02,S2   2020,608,Philippines,5,Dry bulk carriers,43914.0,297351.0
2020S02,S2   2020,608,Philippines,4,Dry breakbulk carriers,5601.0,61007.0
2020S02,S2   2020,608,Philippines,6,Roll-on/ roll-off ships,7611.0,27200.0
2020S02,S2   2020,608,Philippines,3,Container ships,,
2020S02,S2   2020,608,Philippines,1,Passenger ships,,
2020S02,S2   2020,643,Russian Federation,0,All ships,14759.0,182060.0
2020S02,S2   2020,643,Russian Federation,2,Liquid bulk carriers,18459.0,166300.0
2020S02,S2   2020,643,Russian Federation,7,Liquefied petroleum gas carriers,9220.0,50891.0
2020S02,S2   2020,643,Russian Federation,8,Liquefied natural gas carriers,71412.0,97000.0
2020S02,S2   2020,643,Russian Federation,5,Dry bulk carriers,47430.0,182060.0
2020S02,S2   2020,643,Russian Federation,4,Dry breakbulk carriers,5018.0,62045.0
2020S02,S2   2020,643,Russian Federation,6,Roll-on/ roll-off ships,6306.0,27003.0
2020S02,S2   2020,643,Russian Federation,3,Container ships,,
2020S02,S2   2020,643,Russian Federation,1,Passenger ships,,
2020S02,S2   2020,702,Singapore,0,All ships,,
2020S02,S2   2020,702,Singapore,2,Liquid bulk carriers,,
2020S02,S2   2020,702,Singapore,7,Liquefied petroleum gas carriers,,
2020S02,S2   2020,702,Singapore,8,Liquefied natural gas carriers,,
2020S02,S2   2020,702,Singapore,5,Dry bulk carriers,,
2020S02,S2   2020,702,Singapore,4,Dry breakbulk carriers,,
2020S02,S2   2020,702,Singapore,6,Roll-on/ roll-off ships,,
2020S02,S2   2020,702,Singapore,3,Container ships,,
2020S02,S2   2020,702,Singapore,1,Passenger ships,,
2020S02,S2   2020,724,Spain,0,All ships,14746.0,205888.0
2020S02,S2   2020,724,Spain,2,Liquid bulk carriers,17350.0,164751.0
2020S02,S2   2020,724,Spain,7,Liquefied petroleum gas carriers,8376.0,55173.0
2020S02,S2   2020,724,Spain,8,Liquefied natural gas carriers,82409.0,154940.0
2020S02,S2   2020,724,Spain,5,Dry bulk carriers,37963.0,205888.0
2020S02,S2   2020,724,Spain,4,Dry breakbulk carriers,7212.0,71955.0
2020S02,S2   2020,724,Spain,6,Roll-on/ roll-off ships,10240.0,48988.0
2020S02,S2   2020,724,Spain,3,Container ships,,
2020S02,S2   2020,724,Spain,1,Passenger ships,,
2020S02,S2   2020,752,Sweden,0,All ships,8522.0,166467.0
2020S02,S2   2020,752,Sweden,2,Liquid bulk carriers,12417.0,166467.0
2020S02,S2   2020,752,Sweden,7,Liquefied petroleum gas carriers,7136.0,54656.0
2020S02,S2   2020,752,Sweden,8,Liquefied natural gas carriers,9610.0,20918.0
2020S02,S2   2020,752,Sweden,5,Dry bulk carriers,11682.0,85439.0
2020S02,S2   2020,752,Sweden,4,Dry breakbulk carriers,5317.0,55596.0
2020S02,S2   2020,752,Sweden,6,Roll-on/ roll-off ships,9890.0,39516.0
2020S02,S2   2020,752,Sweden,3,Container ships,,
2020S02,S2   2020,752,Sweden,1,Passenger ships,,
2020S02,S2   2020,792,Türkiye,0,All ships,15611.0,320105.0
2020S02,S2   2020,792,Türkiye,2,Liquid bulk carriers,31466.0,320105.0
2020S02,S2   2020,792,Türkiye,7,Liquefied petroleum gas carriers,21243.0,58551.0
2020S02,S2   2020,792,Türkiye,8,Liquefied natural gas carriers,88315.0,121939.0
2020S02,S2   2020,792,Türkiye,5,Dry bulk carriers,43330.0,207634.0
2020S02,S2   2020,792,Türkiye,4,Dry breakbulk carriers,5814.0,62924.0
2020S02,S2   2020,792,Türkiye,6,Roll-on/ roll-off ships,7784.0,45200.0
2020S02,S2   2020,792,Türkiye,3,Container ships,,
2020S02,S2   2020,792,Türkiye,1,Passenger ships,,
2020S02,S2   2020,926,United Kingdom,0,All ships,11945.0,321300.0
2020S02,S2   2020,926,United Kingdom,2,Liquid bulk carriers,20224.0,321300.0
2020S02,S2   2020,926,United Kingdom,7,Liquefied petroleum gas carriers,6995.0,42543.0
2020S02,S2   2020,926,United Kingdom,8,Liquefied natural gas carriers,84493.0,155159.0
2020S02,S2   2020,926,United Kingdom,5,Dry bulk carriers,45415.0,182307.0
2020S02,S2   2020,926,United Kingdom,4,Dry breakbulk carriers,4587.0,55683.0
2020S02,S2   2020,926,United Kingdom,6,Roll-on/ roll-off ships,10134.0,55828.0
2020S02,S2   2020,926,United Kingdom,3,Container ships,,
2020S02,S2   2020,926,United Kingdom,1,Passenger ships,,
2020S02,S2   2020,842,United States of America,0,All ships,46430.0,322829.0
2020S02,S2   2020,842,United States of America,2,Liquid bulk carriers,58713.0,322829.0
2020S02,S2   2020,842,United States of America,7,Liquefied petroleum gas carriers,35670.0,60000.0
2020S02,S2   2020,842,United States of America,8,Liquefied natural gas carriers,80895.0,100000.0
2020S02,S2   2020,842,United States of America,5,Dry bulk carriers,51005.0,208745.0
2020S02,S2   2020,842,United States of America,4,Dry breakbulk carriers,18318.0,77021.0
2020S02,S2   2020,842,United States of America,6,Roll-on/ roll-off ships,22288.0,55828.0
2020S02,S2   2020,842,United States of America,3,Container ships,,
2020S02,S2   2020,842,United States of America,1,Passenger ships,,
2021S01,S1   2021,0,World,0,All ships,25065.0,404389.0
2021S01,S1   2021,0,World,2,Liquid bulk carriers,27220.0,323183.0
2021S01,S1   2021,0,World,7,Liquefied petroleum gas carriers,11902.0,64220.0
2021S01,S1   2021,0,World,8,Liquefied natural gas carriers,74216.0,155159.0
2021S01,S1   2021,0,World,5,Dry bulk carriers,57908.0,404389.0
2021S01,S1   2021,0,World,4,Dry breakbulk carriers,7513.0,116173.0
2021S01,S1   2021,0,World,6,Roll-on/ roll-off ships,10529.0,55828.0
2021S01,S1   2021,0,World,3,Container ships,,
2021S01,S1   2021,0,World,1,Passenger ships,,
2021S01,S1   2021,36,Australia,0,All ships,82613.0,299688.0
2021S01,S1   2021,36,Australia,2,Liquid bulk carriers,40195.0,167295.0
2021S01,S1   2021,36,Australia,7,Liquefied petroleum gas carriers,14088.0,58591.0
2021S01,S1   2021,36,Australia,8,Liquefied natural gas carriers,85987.0,104701.0
2021S01,S1   2021,36,Australia,5,Dry bulk carriers,112223.0,299688.0
2021S01,S1   2021,36,Australia,4,Dry breakbulk carriers,27860.0,103652.0
2021S01,S1   2021,36,Australia,6,Roll-on/ roll-off ships,15883.0,43878.0
2021S01,S1   2021,36,Australia,3,Container ships,,
2021S01,S1   2021,36,Australia,1,Passenger ships,,
2021S01,S1   2021,124,Canada,0,All ships,35957.0,233584.0
2021S01,S1   2021,124,Canada,2,Liquid bulk carriers,44055.0,167282.0
2021S01,S1   2021,124,Canada,7,Liquefied petroleum gas carriers,53781.0,55209.0
2021S01,S1   2021,124,Canada,5,Dry bulk carriers,49487.0,233584.0
2021S01,S1   2021,124,Canada,4,Dry breakbulk carriers,17803.0,60594.0
2021S01,S1   2021,124,Canada,6,Roll-on/ roll-off ships,6052.0,55828.0
2021S01,S1   2021,124,Canada,3,Container ships,,
2021S01,S1   2021,124,Canada,1,Passenger ships,,
2021S01,S1   2021,156,China,0,All ships,45026.0,404389.0
2021S01,S1   2021,156,China,2,Liquid bulk carriers,35087.0,323183.0
2021S01,S1   2021,156,China,7,Liquefied petroleum gas carriers,10328.0,64220.0
2021S01,S1   2021,156,China,8,Liquefied natural gas carriers,74508.0,155159.0
2021S01,S1   2021,156,China,5,Dry bulk carriers,73691.0,404389.0
2021S01,S1   2021,156,China,4,Dry breakbulk carriers,14156.0,103652.0
2021S01,S1   2021,156,China,6,Roll-on/ roll-off ships,11569.0,43878.0
2021S01,S1   2021,156,China,3,Container ships,,
2021S01,S1   2021,156,China,1,Passenger ships,,
2021S01,S1   2021,191,Croatia,0,All ships,15354.0,182421.0
2021S01,S1   2021,191,Croatia,2,Liquid bulk carriers,26122.0,166300.0
2021S01,S1   2021,191,Croatia,5,Dry bulk carriers,17879.0,182421.0
2021S01,S1   2021,191,Croatia,4,Dry breakbulk carriers,6495.0,71955.0
2021S01,S1   2021,191,Croatia,3,Container ships,,
2021S01,S1   2021,191,Croatia,1,Passenger ships,,
2021S01,S1   2021,208,Denmark,0,All ships,7261.0,167282.0
2021S01,S1   2021,208,Denmark,2,Liquid bulk carriers,13523.0,167282.0
2021S01,S1   2021,208,Denmark,7,Liquefied petroleum gas carriers,3996.0,5200.0
2021S01,S1   2021,208,Denmark,5,Dry bulk carriers,13820.0,120566.0
2021S01,S1   2021,208,Denmark,4,Dry breakbulk carriers,4412.0,63581.0
2021S01,S1   2021,208,Denmark,6,Roll-on/ roll-off ships,10604.0,24485.0
2021S01,S1   2021,208,Denmark,3,Container ships,,
2021S01,S1   2021,208,Denmark,1,Passenger ships,,
2021S01,S1   2021,251,France,0,All ships,16035.0,308376.0
2021S01,S1   2021,251,France,2,Liquid bulk carriers,18165.0,308376.0
2021S01,S1   2021,251,France,7,Liquefied petroleum gas carriers,10764.0,55047.0
2021S01,S1   2021,251,France,8,Liquefied natural gas carriers,75682.0,106896.0
2021S01,S1   2021,251,France,5,Dry bulk carriers,41698.0,208822.0
2021S01,S1   2021,251,France,4,Dry breakbulk carriers,6667.0,62841.0
2021S01,S1   2021,251,France,6,Roll-on/ roll-off ships,12487.0,48988.0
2021S01,S1   2021,251,France,3,Container ships,,
2021S01,S1   2021,251,France,1,Passenger ships,,
2021S01,S1   2021,276,Germany,0,All ships,9136.0,297958.0
2021S01,S1   2021,276,Germany,2,Liquid bulk carriers,7809.0,297958.0
2021S01,S1   2021,276,Germany,7,Liquefied petroleum gas carriers,5394.0,44617.0
2021S01,S1   2021,276,Germany,5,Dry bulk carriers,52864.0,209756.0
2021S01,S1   2021,276,Germany,4,Dry breakbulk carriers,4918.0,62041.0
2021S01,S1   2021,276,Germany,6,Roll-on/ roll-off ships,12271.0,55828.0
2021S01,S1   2021,276,Germany,3,Container ships,,
2021S01,S1   2021,276,Germany,1,Passenger ships,,
2021S01,S1   2021,300,Greece,0,All ships,7885.0,166164.0
2021S01,S1   2021,300,Greece,2,Liquid bulk carriers,9748.0,166164.0
2021S01,S1   2021,300,Greece,7,Liquefied petroleum gas carriers,6835.0,54304.0
2021S01,S1   2021,300,Greece,8,Liquefied natural gas carriers,68294.0,122052.0
2021S01,S1   2021,300,Greece,5,Dry bulk carriers,11097.0,83051.0
2021S01,S1   2021,300,Greece,4,Dry breakbulk carriers,3796.0,55802.0
2021S01,S1   2021,300,Greece,6,Roll-on/ roll-off ships,7053.0,48988.0
2021S01,S1   2021,300,Greece,3,Container ships,,
2021S01,S1   2021,300,Greece,1,Passenger ships,,
2021S01,S1   2021,360,Indonesia,0,All ships,17321.0,306951.0
2021S01,S1   2021,360,Indonesia,2,Liquid bulk carriers,14027.0,306951.0
2021S01,S1   2021,360,Indonesia,7,Liquefied petroleum gas carriers,10418.0,58899.0
2021S01,S1   2021,360,Indonesia,8,Liquefied natural gas carriers,67194.0,97730.0
2021S01,S1   2021,360,Indonesia,5,Dry bulk carriers,46114.0,209801.0
2021S01,S1   2021,360,Indonesia,4,Dry breakbulk carriers,6985.0,72562.0
2021S01,S1   2021,360,Indonesia,6,Roll-on/ roll-off ships,4347.0,27200.0
2021S01,S1   2021,360,Indonesia,3,Container ships,,
2021S01,S1   2021,360,Indonesia,1,Passenger ships,,
2021S01,S1   2021,380,Italy,0,All ships,18303.0,211182.0
2021S01,S1   2021,380,Italy,2,Liquid bulk carriers,28524.0,164787.0
2021S01,S1   2021,380,Italy,7,Liquefied petroleum gas carriers,9498.0,28532.0
2021S01,S1   2021,380,Italy,5,Dry bulk carriers,36488.0,211182.0
2021S01,S1   2021,380,Italy,4,Dry breakbulk carriers,8303.0,62823.0
2021S01,S1   2021,380,Italy,6,Roll-on/ roll-off ships,12855.0,45200.0
2021S01,S1   2021,380,Italy,3,Container ships,,
2021S01,S1   2021,380,Italy,1,Passenger ships,,
2021S01,S1   2021,392,Japan,0,All ships,14802.0,327017.0
2021S01,S1   2021,392,Japan,2,Liquid bulk carriers,12865.0,322861.0
2021S01,S1   2021,392,Japan,7,Liquefied petroleum gas carriers,7523.0,58811.0
2021S01,S1   2021,392,Japan,8,Liquefied natural gas carriers,53101.0,122079.0
2021S01,S1   2021,392,Japan,5,Dry bulk carriers,29676.0,327017.0
2021S01,S1   2021,392,Japan,4,Dry breakbulk carriers,8990.0,80344.0
2021S01,S1   2021,392,Japan,6,Roll-on/ roll-off ships,7586.0,43878.0
2021S01,S1   2021,392,Japan,3,Container ships,,
2021S01,S1   2021,392,Japan,1,Passenger ships,,
2021S01,S1   2021,410,"Korea, Republic of",0,All ships,21638.0,326932.0
2021S01,S1   2021,410,"Korea, Republic of",2,Liquid bulk carriers,23588.0,322861.0
2021S01,S1   2021,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,8525.0,60000.0
2021S01,S1   2021,410,"Korea, Republic of",8,Liquefied natural gas carriers,82835.0,154940.0
2021S01,S1   2021,410,"Korea, Republic of",5,Dry bulk carriers,51554.0,326932.0
2021S01,S1   2021,410,"Korea, Republic of",4,Dry breakbulk carriers,7506.0,116173.0
2021S01,S1   2021,410,"Korea, Republic of",6,Roll-on/ roll-off ships,11155.0,43878.0
2021S01,S1   2021,410,"Korea, Republic of",3,Container ships,,
2021S01,S1   2021,410,"Korea, Republic of",1,Passenger ships,,
2021S01,S1   2021,528,Netherlands (Kingdom of the),0,All ships,13943.0,324272.0
2021S01,S1   2021,528,Netherlands (Kingdom of the),2,Liquid bulk carriers,16885.0,320106.0
2021S01,S1   2021,528,Netherlands (Kingdom of the),7,Liquefied petroleum gas carriers,7230.0,58691.0
2021S01,S1   2021,528,Netherlands (Kingdom of the),8,Liquefied natural gas carriers,43840.0,99000.0
2021S01,S1   2021,528,Netherlands (Kingdom of the),5,Dry bulk carriers,63563.0,324272.0
2021S01,S1   2021,528,Netherlands (Kingdom of the),4,Dry breakbulk carriers,5374.0,63581.0
2021S01,S1   2021,528,Netherlands (Kingdom of the),6,Roll-on/ roll-off ships,6381.0,48988.0
2021S01,S1   2021,528,Netherlands (Kingdom of the),3,Container ships,,
2021S01,S1   2021,528,Netherlands (Kingdom of the),1,Passenger ships,,
2021S01,S1   2021,579,Norway,0,All ships,7433.0,323183.0
2021S01,S1   2021,579,Norway,2,Liquid bulk carriers,21000.0,323183.0
2021S01,S1   2021,579,Norway,7,Liquefied petroleum gas carriers,11814.0,42543.0
2021S01,S1   2021,579,Norway,8,Liquefied natural gas carriers,5048.0,96844.0
2021S01,S1   2021,579,Norway,5,Dry bulk carriers,31717.0,211182.0
2021S01,S1   2021,579,Norway,4,Dry breakbulk carriers,3280.0,63581.0
2021S01,S1   2021,579,Norway,6,Roll-on/ roll-off ships,7074.0,27343.0
2021S01,S1   2021,579,Norway,3,Container ships,,
2021S01,S1   2021,579,Norway,1,Passenger ships,,
2021S01,S1   2021,608,Philippines,0,All ships,12208.0,326964.0
2021S01,S1   2021,608,Philippines,2,Liquid bulk carriers,12894.0,109999.0
2021S01,S1   2021,608,Philippines,7,Liquefied petroleum gas carriers,8919.0,58560.0
2021S01,S1   2021,608,Philippines,5,Dry bulk carriers,47717.0,326964.0
2021S01,S1   2021,608,Philippines,4,Dry breakbulk carriers,5440.0,72562.0
2021S01,S1   2021,608,Philippines,6,Roll-on/ roll-off ships,7900.0,27200.0
2021S01,S1   2021,608,Philippines,3,Container ships,,
2021S01,S1   2021,608,Philippines,1,Passenger ships,,
2021S01,S1   2021,643,Russian Federation,0,All ships,17935.0,182588.0
2021S01,S1   2021,643,Russian Federation,2,Liquid bulk carriers,23154.0,166300.0
2021S01,S1   2021,643,Russian Federation,7,Liquefied petroleum gas carriers,10259.0,22911.0
2021S01,S1   2021,643,Russian Federation,8,Liquefied natural gas carriers,72195.0,97000.0
2021S01,S1   2021,643,Russian Federation,5,Dry bulk carriers,48073.0,182588.0
2021S01,S1   2021,643,Russian Federation,4,Dry breakbulk carriers,5494.0,62041.0
2021S01,S1   2021,643,Russian Federation,6,Roll-on/ roll-off ships,6469.0,22910.0
2021S01,S1   2021,643,Russian Federation,3,Container ships,,
2021S01,S1   2021,643,Russian Federation,1,Passenger ships,,
2021S01,S1   2021,702,Singapore,0,All ships,,
2021S01,S1   2021,702,Singapore,2,Liquid bulk carriers,,
2021S01,S1   2021,702,Singapore,7,Liquefied petroleum gas carriers,,
2021S01,S1   2021,702,Singapore,8,Liquefied natural gas carriers,,
2021S01,S1   2021,702,Singapore,5,Dry bulk carriers,,
2021S01,S1   2021,702,Singapore,4,Dry breakbulk carriers,,
2021S01,S1   2021,702,Singapore,6,Roll-on/ roll-off ships,,
2021S01,S1   2021,702,Singapore,3,Container ships,,
2021S01,S1   2021,702,Singapore,1,Passenger ships,,
2021S01,S1   2021,724,Spain,0,All ships,14952.0,211182.0
2021S01,S1   2021,724,Spain,2,Liquid bulk carriers,17148.0,164733.0
2021S01,S1   2021,724,Spain,7,Liquefied petroleum gas carriers,7804.0,58691.0
2021S01,S1   2021,724,Spain,8,Liquefied natural gas carriers,74060.0,121957.0
2021S01,S1   2021,724,Spain,5,Dry bulk carriers,39717.0,211182.0
2021S01,S1   2021,724,Spain,4,Dry breakbulk carriers,7093.0,71955.0
2021S01,S1   2021,724,Spain,6,Roll-on/ roll-off ships,11772.0,48988.0
2021S01,S1   2021,724,Spain,3,Container ships,,
2021S01,S1   2021,724,Spain,1,Passenger ships,,
2021S01,S1   2021,752,Sweden,0,All ships,8538.0,318227.0
2021S01,S1   2021,752,Sweden,2,Liquid bulk carriers,12565.0,318227.0
2021S01,S1   2021,752,Sweden,7,Liquefied petroleum gas carriers,7933.0,54783.0
2021S01,S1   2021,752,Sweden,5,Dry bulk carriers,9025.0,81914.0
2021S01,S1   2021,752,Sweden,4,Dry breakbulk carriers,5375.0,55807.0
2021S01,S1   2021,752,Sweden,6,Roll-on/ roll-off ships,10259.0,31143.0
2021S01,S1   2021,752,Sweden,3,Container ships,,
2021S01,S1   2021,752,Sweden,1,Passenger ships,,
2021S01,S1   2021,792,Türkiye,0,All ships,16308.0,299498.0
2021S01,S1   2021,792,Türkiye,2,Liquid bulk carriers,31413.0,299498.0
2021S01,S1   2021,792,Türkiye,7,Liquefied petroleum gas carriers,19036.0,54747.0
2021S01,S1   2021,792,Türkiye,8,Liquefied natural gas carriers,86460.0,99025.0
2021S01,S1   2021,792,Türkiye,5,Dry bulk carriers,42752.0,206125.0
2021S01,S1   2021,792,Türkiye,4,Dry breakbulk carriers,5801.0,62053.0
2021S01,S1   2021,792,Türkiye,6,Roll-on/ roll-off ships,10564.0,45200.0
2021S01,S1   2021,792,Türkiye,3,Container ships,,
2021S01,S1   2021,792,Türkiye,1,Passenger ships,,
2021S01,S1   2021,926,United Kingdom,0,All ships,11973.0,321300.0
2021S01,S1   2021,926,United Kingdom,2,Liquid bulk carriers,20001.0,321300.0
2021S01,S1   2021,926,United Kingdom,7,Liquefied petroleum gas carriers,6973.0,54517.0
2021S01,S1   2021,926,United Kingdom,8,Liquefied natural gas carriers,90889.0,155159.0
2021S01,S1   2021,926,United Kingdom,5,Dry bulk carriers,44135.0,182983.0
2021S01,S1   2021,926,United Kingdom,4,Dry breakbulk carriers,4698.0,62045.0
2021S01,S1   2021,926,United Kingdom,6,Roll-on/ roll-off ships,9849.0,55828.0
2021S01,S1   2021,926,United Kingdom,3,Container ships,,
2021S01,S1   2021,926,United Kingdom,1,Passenger ships,,
2021S01,S1   2021,842,United States of America,0,All ships,47527.0,322829.0
2021S01,S1   2021,842,United States of America,2,Liquid bulk carriers,59428.0,322829.0
2021S01,S1   2021,842,United States of America,7,Liquefied petroleum gas carriers,34551.0,63766.0
2021S01,S1   2021,842,United States of America,8,Liquefied natural gas carriers,83610.0,121823.0
2021S01,S1   2021,842,United States of America,5,Dry bulk carriers,54317.0,207964.0
2021S01,S1   2021,842,United States of America,4,Dry breakbulk carriers,17527.0,116173.0
2021S01,S1   2021,842,United States of America,6,Roll-on/ roll-off ships,21532.0,55828.0
2021S01,S1   2021,842,United States of America,3,Container ships,,
2021S01,S1   2021,842,United States of America,1,Passenger ships,,
2021S02,S2   2021,0,World,0,All ships,25085.0,404389.0
2021S02,S2   2021,0,World,2,Liquid bulk carriers,27327.0,323183.0
2021S02,S2   2021,0,World,7,Liquefied petroleum gas carriers,11699.0,64220.0
2021S02,S2   2021,0,World,8,Liquefied natural gas carriers,74821.0,155159.0
2021S02,S2   2021,0,World,5,Dry bulk carriers,57292.0,404389.0
2021S02,S2   2021,0,World,4,Dry breakbulk carriers,7344.0,103652.0
2021S02,S2   2021,0,World,6,Roll-on/ roll-off ships,10300.0,55828.0
2021S02,S2   2021,0,World,3,Container ships,,
2021S02,S2   2021,0,World,1,Passenger ships,,
2021S02,S2   2021,36,Australia,0,All ships,82270.0,297633.0
2021S02,S2   2021,36,Australia,2,Liquid bulk carriers,39329.0,158734.0
2021S02,S2   2021,36,Australia,7,Liquefied petroleum gas carriers,16510.0,58757.0
2021S02,S2   2021,36,Australia,8,Liquefied natural gas carriers,85869.0,97975.0
2021S02,S2   2021,36,Australia,5,Dry bulk carriers,111098.0,297633.0
2021S02,S2   2021,36,Australia,4,Dry breakbulk carriers,26692.0,103652.0
2021S02,S2   2021,36,Australia,6,Roll-on/ roll-off ships,15922.0,48988.0
2021S02,S2   2021,36,Australia,3,Container ships,,
2021S02,S2   2021,36,Australia,1,Passenger ships,,
2021S02,S2   2021,124,Canada,0,All ships,34052.0,296681.0
2021S02,S2   2021,124,Canada,2,Liquid bulk carriers,38100.0,296681.0
2021S02,S2   2021,124,Canada,7,Liquefied petroleum gas carriers,52363.0,55209.0
2021S02,S2   2021,124,Canada,5,Dry bulk carriers,45361.0,210733.0
2021S02,S2   2021,124,Canada,4,Dry breakbulk carriers,16419.0,72562.0
2021S02,S2   2021,124,Canada,6,Roll-on/ roll-off ships,5548.0,55828.0
2021S02,S2   2021,124,Canada,3,Container ships,,
2021S02,S2   2021,124,Canada,1,Passenger ships,,
2021S02,S2   2021,156,China,0,All ships,45467.0,404389.0
2021S02,S2   2021,156,China,2,Liquid bulk carriers,32897.0,323183.0
2021S02,S2   2021,156,China,7,Liquefied petroleum gas carriers,10166.0,64220.0
2021S02,S2   2021,156,China,8,Liquefied natural gas carriers,78373.0,155159.0
2021S02,S2   2021,156,China,5,Dry bulk carriers,75108.0,404389.0
2021S02,S2   2021,156,China,4,Dry breakbulk carriers,14471.0,103652.0
2021S02,S2   2021,156,China,6,Roll-on/ roll-off ships,10989.0,43878.0
2021S02,S2   2021,156,China,3,Container ships,,
2021S02,S2   2021,156,China,1,Passenger ships,,
2021S02,S2   2021,191,Croatia,0,All ships,16629.0,159855.0
2021S02,S2   2021,191,Croatia,2,Liquid bulk carriers,24819.0,159855.0
2021S02,S2   2021,191,Croatia,8,Liquefied natural gas carriers,95783.0,130441.0
2021S02,S2   2021,191,Croatia,5,Dry bulk carriers,20642.0,120499.0
2021S02,S2   2021,191,Croatia,4,Dry breakbulk carriers,6101.0,88272.0
2021S02,S2   2021,191,Croatia,3,Container ships,,
2021S02,S2   2021,191,Croatia,1,Passenger ships,,
2021S02,S2   2021,208,Denmark,0,All ships,7290.0,159812.0
2021S02,S2   2021,208,Denmark,2,Liquid bulk carriers,12669.0,159812.0
2021S02,S2   2021,208,Denmark,7,Liquefied petroleum gas carriers,4386.0,5955.0
2021S02,S2   2021,208,Denmark,5,Dry bulk carriers,12824.0,85229.0
2021S02,S2   2021,208,Denmark,4,Dry breakbulk carriers,4205.0,33171.0
2021S02,S2   2021,208,Denmark,6,Roll-on/ roll-off ships,10890.0,34960.0
2021S02,S2   2021,208,Denmark,3,Container ships,,
2021S02,S2   2021,208,Denmark,1,Passenger ships,,
2021S02,S2   2021,251,France,0,All ships,16198.0,319702.0
2021S02,S2   2021,251,France,2,Liquid bulk carriers,18510.0,319702.0
2021S02,S2   2021,251,France,7,Liquefied petroleum gas carriers,10204.0,54669.0
2021S02,S2   2021,251,France,8,Liquefied natural gas carriers,75879.0,121910.0
2021S02,S2   2021,251,France,5,Dry bulk carriers,47870.0,183123.0
2021S02,S2   2021,251,France,4,Dry breakbulk carriers,6198.0,72562.0
2021S02,S2   2021,251,France,6,Roll-on/ roll-off ships,12005.0,45200.0
2021S02,S2   2021,251,France,3,Container ships,,
2021S02,S2   2021,251,France,1,Passenger ships,,
2021S02,S2   2021,276,Germany,0,All ships,9420.0,307943.0
2021S02,S2   2021,276,Germany,2,Liquid bulk carriers,8167.0,307943.0
2021S02,S2   2021,276,Germany,7,Liquefied petroleum gas carriers,6470.0,38427.0
2021S02,S2   2021,276,Germany,5,Dry bulk carriers,52397.0,208822.0
2021S02,S2   2021,276,Germany,4,Dry breakbulk carriers,4818.0,71460.0
2021S02,S2   2021,276,Germany,6,Roll-on/ roll-off ships,12255.0,55828.0
2021S02,S2   2021,276,Germany,3,Container ships,,
2021S02,S2   2021,276,Germany,1,Passenger ships,,
2021S02,S2   2021,300,Greece,0,All ships,7467.0,166300.0
2021S02,S2   2021,300,Greece,2,Liquid bulk carriers,8669.0,166300.0
2021S02,S2   2021,300,Greece,7,Liquefied petroleum gas carriers,5842.0,26540.0
2021S02,S2   2021,300,Greece,8,Liquefied natural gas carriers,85050.0,121843.0
2021S02,S2   2021,300,Greece,5,Dry bulk carriers,11199.0,88279.0
2021S02,S2   2021,300,Greece,4,Dry breakbulk carriers,3864.0,51624.0
2021S02,S2   2021,300,Greece,6,Roll-on/ roll-off ships,6328.0,34960.0
2021S02,S2   2021,300,Greece,3,Container ships,,
2021S02,S2   2021,300,Greece,1,Passenger ships,,
2021S02,S2   2021,360,Indonesia,0,All ships,16698.0,320122.0
2021S02,S2   2021,360,Indonesia,2,Liquid bulk carriers,14389.0,320122.0
2021S02,S2   2021,360,Indonesia,7,Liquefied petroleum gas carriers,9811.0,58811.0
2021S02,S2   2021,360,Indonesia,8,Liquefied natural gas carriers,73243.0,96811.0
2021S02,S2   2021,360,Indonesia,5,Dry bulk carriers,43807.0,208660.0
