Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Average_DWT,Maximum_DWT
2023S02,S2   2023,0,World,5,Dry bulk carriers,58288.0,404389.0
2023S02,S2   2023,0,World,4,Dry breakbulk carriers,7840.0,175897.0
2023S02,S2   2023,0,World,6,Roll-on/ roll-off ships,10420.0,55828.0
2023S02,S2   2023,0,World,3,Container ships,,
2023S02,S2   2023,0,World,1,Passenger ships,,
2023S02,S2   2023,36,Australia,0,All ships,81728.0,297902.0
2023S02,S2   2023,36,Australia,2,Liquid bulk carriers,42685.0,162342.0
2023S02,S2   2023,36,Australia,7,Liquefied petroleum gas carriers,13283.0,58811.0
2023S02,S2   2023,36,Australia,8,Liquefied natural gas carriers,85609.0,97902.0
2023S02,S2   2023,36,Australia,5,Dry bulk carriers,112354.0,297902.0
2023S02,S2   2023,36,Australia,4,Dry breakbulk carriers,24510.0,80500.0
2023S02,S2   2023,36,Australia,6,Roll-on/ roll-off ships,14584.0,43878.0
2023S02,S2   2023,36,Australia,3,Container ships,,
2023S02,S2   2023,36,Australia,1,Passenger ships,,
2023S02,S2   2023,124,Canada,0,All ships,33755.0,301850.0
2023S02,S2   2023,124,Canada,2,Liquid bulk carriers,36311.0,301850.0
2023S02,S2   2023,124,Canada,7,Liquefied petroleum gas carriers,50616.0,58811.0
2023S02,S2   2023,124,Canada,5,Dry bulk carriers,46554.0,210911.0
2023S02,S2   2023,124,Canada,4,Dry breakbulk carriers,11283.0,81279.0
2023S02,S2   2023,124,Canada,6,Roll-on/ roll-off ships,6973.0,55828.0
2023S02,S2   2023,124,Canada,3,Container ships,,
2023S02,S2   2023,124,Canada,1,Passenger ships,,
2023S02,S2   2023,156,China,0,All ships,47122.0,404389.0
2023S02,S2   2023,156,China,2,Liquid bulk carriers,38888.0,323514.0
2023S02,S2   2023,156,China,7,Liquefied petroleum gas carriers,11169.0,64220.0
2023S02,S2   2023,156,China,8,Liquefied natural gas carriers,77149.0,155159.0
2023S02,S2   2023,156,China,5,Dry bulk carriers,78633.0,404389.0
2023S02,S2   2023,156,China,4,Dry breakbulk carriers,15687.0,175897.0
2023S02,S2   2023,156,China,6,Roll-on/ roll-off ships,9680.0,47528.0
2023S02,S2   2023,156,China,3,Container ships,,
2023S02,S2   2023,156,China,1,Passenger ships,,
2023S02,S2   2023,191,Croatia,0,All ships,18764.0,159638.0
2023S02,S2   2023,191,Croatia,2,Liquid bulk carriers,25854.0,159638.0
2023S02,S2   2023,191,Croatia,8,Liquefied natural gas carriers,90587.0,95788.0
2023S02,S2   2023,191,Croatia,5,Dry bulk carriers,26024.0,93320.0
2023S02,S2   2023,191,Croatia,4,Dry breakbulk carriers,6396.0,71954.0
2023S02,S2   2023,191,Croatia,3,Container ships,,
2023S02,S2   2023,191,Croatia,1,Passenger ships,,
2023S02,S2   2023,208,Denmark,0,All ships,7158.0,177723.0
2023S02,S2   2023,208,Denmark,2,Liquid bulk carriers,11759.0,159039.0
2023S02,S2   2023,208,Denmark,7,Liquefied petroleum gas carriers,4872.0,15070.0
2023S02,S2   2023,208,Denmark,5,Dry bulk carriers,15181.0,177723.0
2023S02,S2   2023,208,Denmark,4,Dry breakbulk carriers,4131.0,61250.0
2023S02,S2   2023,208,Denmark,6,Roll-on/ roll-off ships,12943.0,48988.0
2023S02,S2   2023,208,Denmark,3,Container ships,,
2023S02,S2   2023,208,Denmark,1,Passenger ships,,
2023S02,S2   2023,251,France,0,All ships,18927.0,320916.0
2023S02,S2   2023,251,France,2,Liquid bulk carriers,23566.0,320916.0
2023S02,S2   2023,251,France,7,Liquefied petroleum gas carriers,9848.0,58312.0
2023S02,S2   2023,251,France,8,Liquefied natural gas carriers,82149.0,121957.0
2023S02,S2   2023,251,France,5,Dry bulk carriers,43649.0,182983.0
2023S02,S2   2023,251,France,4,Dry breakbulk carriers,6610.0,175897.0
2023S02,S2   2023,251,France,6,Roll-on/ roll-off ships,11527.0,45200.0
2023S02,S2   2023,251,France,3,Container ships,,
2023S02,S2   2023,251,France,1,Passenger ships,,
2023S02,S2   2023,276,Germany,0,All ships,9520.0,321300.0
2023S02,S2   2023,276,Germany,2,Liquid bulk carriers,8494.0,321300.0
2023S02,S2   2023,276,Germany,7,Liquefied petroleum gas carriers,6446.0,30212.0
2023S02,S2   2023,276,Germany,8,Liquefied natural gas carriers,36164.0,98936.0
2023S02,S2   2023,276,Germany,5,Dry bulk carriers,47772.0,209260.0
2023S02,S2   2023,276,Germany,4,Dry breakbulk carriers,4956.0,175897.0
2023S02,S2   2023,276,Germany,6,Roll-on/ roll-off ships,13523.0,55828.0
2023S02,S2   2023,276,Germany,3,Container ships,,
2023S02,S2   2023,276,Germany,1,Passenger ships,,
2023S02,S2   2023,300,Greece,0,All ships,7251.0,299988.0
2023S02,S2   2023,300,Greece,2,Liquid bulk carriers,7796.0,299988.0
2023S02,S2   2023,300,Greece,7,Liquefied petroleum gas carriers,6249.0,28702.0
2023S02,S2   2023,300,Greece,8,Liquefied natural gas carriers,85272.0,94665.0
2023S02,S2   2023,300,Greece,5,Dry bulk carriers,12039.0,179759.0
2023S02,S2   2023,300,Greece,4,Dry breakbulk carriers,4186.0,64942.0
2023S02,S2   2023,300,Greece,6,Roll-on/ roll-off ships,6428.0,44574.0
2023S02,S2   2023,300,Greece,3,Container ships,,
2023S02,S2   2023,300,Greece,1,Passenger ships,,
2023S02,S2   2023,360,Indonesia,0,All ships,16732.0,319247.0
2023S02,S2   2023,360,Indonesia,2,Liquid bulk carriers,13391.0,319247.0
2023S02,S2   2023,360,Indonesia,7,Liquefied petroleum gas carriers,9250.0,59479.0
2023S02,S2   2023,360,Indonesia,8,Liquefied natural gas carriers,72714.0,98954.0
2023S02,S2   2023,360,Indonesia,5,Dry bulk carriers,44761.0,211135.0
2023S02,S2   2023,360,Indonesia,4,Dry breakbulk carriers,6941.0,72562.0
2023S02,S2   2023,360,Indonesia,6,Roll-on/ roll-off ships,4680.0,32956.0
2023S02,S2   2023,360,Indonesia,3,Container ships,,
2023S02,S2   2023,360,Indonesia,1,Passenger ships,,
2023S02,S2   2023,380,Italy,0,All ships,20537.0,319202.0
2023S02,S2   2023,380,Italy,2,Liquid bulk carriers,31333.0,319202.0
2023S02,S2   2023,380,Italy,7,Liquefied petroleum gas carriers,9410.0,44639.0
2023S02,S2   2023,380,Italy,8,Liquefied natural gas carriers,49404.0,96889.0
2023S02,S2   2023,380,Italy,5,Dry bulk carriers,41791.0,181010.0
2023S02,S2   2023,380,Italy,4,Dry breakbulk carriers,9171.0,71954.0
2023S02,S2   2023,380,Italy,6,Roll-on/ roll-off ships,13587.0,45700.0
2023S02,S2   2023,380,Italy,3,Container ships,,
2023S02,S2   2023,380,Italy,1,Passenger ships,,
2023S02,S2   2023,392,Japan,0,All ships,14925.0,327017.0
2023S02,S2   2023,392,Japan,2,Liquid bulk carriers,13807.0,320299.0
2023S02,S2   2023,392,Japan,7,Liquefied petroleum gas carriers,7425.0,58811.0
2023S02,S2   2023,392,Japan,8,Liquefied natural gas carriers,49422.0,130442.0
2023S02,S2   2023,392,Japan,5,Dry bulk carriers,29218.0,327017.0
2023S02,S2   2023,392,Japan,4,Dry breakbulk carriers,9105.0,80500.0
2023S02,S2   2023,392,Japan,6,Roll-on/ roll-off ships,7405.0,43878.0
2023S02,S2   2023,392,Japan,3,Container ships,,
2023S02,S2   2023,392,Japan,1,Passenger ships,,
2023S02,S2   2023,410,"Korea, Republic of",0,All ships,22011.0,326932.0
2023S02,S2   2023,410,"Korea, Republic of",2,Liquid bulk carriers,23871.0,323514.0
2023S02,S2   2023,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,9632.0,62500.0
2023S02,S2   2023,410,"Korea, Republic of",8,Liquefied natural gas carriers,84181.0,154940.0
2023S02,S2   2023,410,"Korea, Republic of",5,Dry bulk carriers,61335.0,326932.0
2023S02,S2   2023,410,"Korea, Republic of",4,Dry breakbulk carriers,7918.0,80344.0
2023S02,S2   2023,410,"Korea, Republic of",6,Roll-on/ roll-off ships,11775.0,47528.0
2023S02,S2   2023,410,"Korea, Republic of",3,Container ships,,
2023S02,S2   2023,410,"Korea, Republic of",1,Passenger ships,,
2023S02,S2   2023,528,Netherlands (Kingdom of the),0,All ships,14802.0,324922.0
2023S02,S2   2023,528,Netherlands (Kingdom of the),2,Liquid bulk carriers,17623.0,323182.0
2023S02,S2   2023,528,Netherlands (Kingdom of the),7,Liquefied petroleum gas carriers,7234.0,58263.0
2023S02,S2   2023,528,Netherlands (Kingdom of the),8,Liquefied natural gas carriers,59907.0,130059.0
2023S02,S2   2023,528,Netherlands (Kingdom of the),5,Dry bulk carriers,65148.0,324922.0
2023S02,S2   2023,528,Netherlands (Kingdom of the),4,Dry breakbulk carriers,5621.0,98370.0
2023S02,S2   2023,528,Netherlands (Kingdom of the),6,Roll-on/ roll-off ships,7522.0,48988.0
2023S02,S2   2023,528,Netherlands (Kingdom of the),3,Container ships,,
2023S02,S2   2023,528,Netherlands (Kingdom of the),1,Passenger ships,,
2023S02,S2   2023,579,Norway,0,All ships,7685.0,318689.0
2023S02,S2   2023,579,Norway,2,Liquid bulk carriers,19301.0,318689.0
2023S02,S2   2023,579,Norway,7,Liquefied petroleum gas carriers,6903.0,42543.0
2023S02,S2   2023,579,Norway,8,Liquefied natural gas carriers,15842.0,95289.0
2023S02,S2   2023,579,Norway,5,Dry bulk carriers,31176.0,209260.0
2023S02,S2   2023,579,Norway,4,Dry breakbulk carriers,3584.0,98370.0
2023S02,S2   2023,579,Norway,6,Roll-on/ roll-off ships,6514.0,24000.0
2023S02,S2   2023,579,Norway,3,Container ships,,
2023S02,S2   2023,579,Norway,1,Passenger ships,,
2023S02,S2   2023,608,Philippines,0,All ships,10532.0,297442.0
2023S02,S2   2023,608,Philippines,2,Liquid bulk carriers,9304.0,114644.0
2023S02,S2   2023,608,Philippines,7,Liquefied petroleum gas carriers,7965.0,58811.0
2023S02,S2   2023,608,Philippines,5,Dry bulk carriers,48087.0,297442.0
2023S02,S2   2023,608,Philippines,4,Dry breakbulk carriers,4876.0,55777.0
2023S02,S2   2023,608,Philippines,6,Roll-on/ roll-off ships,8595.0,30401.0
2023S02,S2   2023,608,Philippines,3,Container ships,,
2023S02,S2   2023,608,Philippines,1,Passenger ships,,
2023S02,S2   2023,643,Russian Federation,0,All ships,18133.0,206204.0
2023S02,S2   2023,643,Russian Federation,2,Liquid bulk carriers,26243.0,166467.0
2023S02,S2   2023,643,Russian Federation,7,Liquefied petroleum gas carriers,17244.0,38427.0
2023S02,S2   2023,643,Russian Federation,8,Liquefied natural gas carriers,72662.0,97000.0
2023S02,S2   2023,643,Russian Federation,5,Dry bulk carriers,47020.0,206204.0
2023S02,S2   2023,643,Russian Federation,4,Dry breakbulk carriers,5999.0,72562.0
2023S02,S2   2023,643,Russian Federation,6,Roll-on/ roll-off ships,5372.0,11942.0
2023S02,S2   2023,643,Russian Federation,3,Container ships,,
2023S02,S2   2023,643,Russian Federation,1,Passenger ships,,
2023S02,S2   2023,702,Singapore,0,All ships,16887.0,321300.0
2023S02,S2   2023,702,Singapore,2,Liquid bulk carriers,16866.0,321300.0
2023S02,S2   2023,702,Singapore,7,Liquefied petroleum gas carriers,11382.0,58899.0
2023S02,S2   2023,702,Singapore,8,Liquefied natural gas carriers,79783.0,130211.0
2023S02,S2   2023,702,Singapore,5,Dry bulk carriers,21093.0,209801.0
2023S02,S2   2023,702,Singapore,4,Dry breakbulk carriers,10516.0,55449.0
2023S02,S2   2023,702,Singapore,6,Roll-on/ roll-off ships,17214.0,43878.0
2023S02,S2   2023,702,Singapore,3,Container ships,,
2023S02,S2   2023,702,Singapore,1,Passenger ships,,
2023S02,S2   2023,724,Spain,0,All ships,16489.0,307341.0
2023S02,S2   2023,724,Spain,2,Liquid bulk carriers,19630.0,307341.0
2023S02,S2   2023,724,Spain,7,Liquefied petroleum gas carriers,8257.0,59138.0
2023S02,S2   2023,724,Spain,8,Liquefied natural gas carriers,75098.0,107160.0
2023S02,S2   2023,724,Spain,5,Dry bulk carriers,41311.0,208263.0
2023S02,S2   2023,724,Spain,4,Dry breakbulk carriers,7600.0,71954.0
2023S02,S2   2023,724,Spain,6,Roll-on/ roll-off ships,9067.0,48988.0
2023S02,S2   2023,724,Spain,3,Container ships,,
2023S02,S2   2023,724,Spain,1,Passenger ships,,
2023S02,S2   2023,752,Sweden,0,All ships,9177.0,318000.0
2023S02,S2   2023,752,Sweden,2,Liquid bulk carriers,12783.0,318000.0
2023S02,S2   2023,752,Sweden,7,Liquefied petroleum gas carriers,8654.0,62500.0
2023S02,S2   2023,752,Sweden,5,Dry bulk carriers,13351.0,82219.0
2023S02,S2   2023,752,Sweden,4,Dry breakbulk carriers,5473.0,61250.0
2023S02,S2   2023,752,Sweden,6,Roll-on/ roll-off ships,12980.0,38500.0
2023S02,S2   2023,752,Sweden,3,Container ships,,
2023S02,S2   2023,752,Sweden,1,Passenger ships,,
2023S02,S2   2023,792,Türkiye,0,All ships,17992.0,297541.0
2023S02,S2   2023,792,Türkiye,2,Liquid bulk carriers,33018.0,166467.0
2023S02,S2   2023,792,Türkiye,7,Liquefied petroleum gas carriers,20169.0,54857.0
2023S02,S2   2023,792,Türkiye,8,Liquefied natural gas carriers,88098.0,98954.0
2023S02,S2   2023,792,Türkiye,5,Dry bulk carriers,42236.0,297541.0
2023S02,S2   2023,792,Türkiye,4,Dry breakbulk carriers,6489.0,62053.0
2023S02,S2   2023,792,Türkiye,6,Roll-on/ roll-off ships,9920.0,44574.0
2023S02,S2   2023,792,Türkiye,3,Container ships,,
2023S02,S2   2023,792,Türkiye,1,Passenger ships,,
2023S02,S2   2023,926,United Kingdom,0,All ships,12518.0,320159.0
2023S02,S2   2023,926,United Kingdom,2,Liquid bulk carriers,21077.0,320159.0
2023S02,S2   2023,926,United Kingdom,7,Liquefied petroleum gas carriers,7185.0,30212.0
2023S02,S2   2023,926,United Kingdom,8,Liquefied natural gas carriers,61223.0,143268.0
2023S02,S2   2023,926,United Kingdom,5,Dry bulk carriers,40369.0,182913.0
2023S02,S2   2023,926,United Kingdom,4,Dry breakbulk carriers,4968.0,175897.0
2023S02,S2   2023,926,United Kingdom,6,Roll-on/ roll-off ships,9954.0,55828.0
2023S02,S2   2023,926,United Kingdom,3,Container ships,,
2023S02,S2   2023,926,United Kingdom,1,Passenger ships,,
2023S02,S2   2023,842,United States of America,0,All ships,49634.0,323183.0
2023S02,S2   2023,842,United States of America,2,Liquid bulk carriers,64920.0,323183.0
2023S02,S2   2023,842,United States of America,7,Liquefied petroleum gas carriers,35435.0,63770.0
2023S02,S2   2023,842,United States of America,8,Liquefied natural gas carriers,85337.0,107662.0
2023S02,S2   2023,842,United States of America,5,Dry bulk carriers,51829.0,209854.0
2023S02,S2   2023,842,United States of America,4,Dry breakbulk carriers,17200.0,116173.0
2023S02,S2   2023,842,United States of America,6,Roll-on/ roll-off ships,21470.0,55828.0
2023S02,S2   2023,842,United States of America,3,Container ships,,
2023S02,S2   2023,842,United States of America,1,Passenger ships,,
